CanopyHeight,x_coord,y_coord
0.498024691358025,669622,258697
0.221481481481482,671734,259339
0.439753086419753,673756,258385
0.392592592592593,670444,260035
0.265185185185185,670108,259351
0.511851851851852,672004,259129
0.462222222222222,674098,258811
0.629135802469136,670504,259345
0.485925925925926,669736,258817
0.622962962962963,671728,259999
0.259753086419753,671206,259705
0.635308641975309,671062,260107
0.570617283950617,674182,258949
0.374320987654321,669040,259165
0.0590123456790123,675088,259423
0.459753086419753,669496,259765
0.474814814814815,670066,258793
0.489382716049383,669706,259327
0.0064197530864197,672466,258277
0.623950617283951,669934,259387
0.613086419753086,671422,259213
0.340493827160494,673966,259051
0.542469135802469,669082,258229
0.629876543209877,669988,259255
0.315802469135802,673204,259159
0.502222222222222,672022,258823
0.596543209876543,670768,258157
0.545925925925926,669142,258421
0.716296296296296,673342,258811
0.533333333333333,674104,258757
0.453086419753086,674518,259297
0.486913580246914,669940,258235
0.100987654320988,669214,258427
0.29358024691358,669682,258169
0.199259259259259,669292,258103
0.583456790123457,670318,258427
0.284197530864198,673270,259189
0.447654320987654,673132,259015
0.613086419753086,673432,259063
0.555061728395062,668890,258739
0.331358024691358,673810,258355
0.432345679012346,670690,260113
0.397283950617284,668884,259141
0.507901234567901,671488,258637
0.671851851851852,670288,259063
0.46,669358,259753
0.759012345679013,671248,259063
0.450123456790123,670054,258775
0.377283950617284,673030,259033
0.343950617283951,671608,259159
0.298765432098765,669688,258751
0.516296296296296,673246,258799
0.394814814814815,674866,258541
0.0320987654320988,673156,258361
0.525432098765432,674650,259339
0.401975308641975,669232,258865
0.217777777777778,672040,260125
0.585432098765432,673954,258457
0.578024691358025,669316,258691
0.687654320987654,671722,259477
0.502469135802469,670726,260083
0.641728395061729,670156,259429
0.41358024691358,671122,259369
0.438024691358025,671098,259897
0.263950617283951,672346,258931
0.515308641975309,670420,258799
0.620493827160494,672310,258595
0.511111111111111,669622,258931
0.0180246913580247,669130,259993
0.419012345679012,674284,259183
0.0814814814814815,670210,258925
0.0234567901234568,669040,258487
0.63358024691358,671788,258649
0.446913580246914,668746,258301
0.669382716049383,672682,258763
0.208641975308642,671818,259459
0.413086419753086,670372,258907
0.604691358024691,669700,259561
0.25358024691358,668632,258685
0.638765432098765,670072,258601
0.445185185185185,669646,258427
0.735308641975309,672580,259003
0.0064197530864197,672994,258751
0.707654320987654,671590,258799
0.472592592592593,674158,258745
0.529135802469136,669916,259591
0.662716049382716,670828,259315
0.699259259259259,669448,259459
0.727654320987654,670864,258979
0.656049382716049,669022,259033
0.522716049382716,672070,260065
0.543950617283951,673342,258643
0.523703703703704,670948,259099
0.0987654320987654,668848,259759
0.0061728395061728,671644,259213
0.426913580246914,674524,258865
0.175802469135802,670240,258361
0.0212345679012346,670870,259831
0.327654320987654,669100,258211
0.363456790123457,673072,258937
0.45679012345679,674350,258871
0.744197530864197,671002,259273
0.494814814814815,673618,258949
0.392592592592593,672304,259471
0.365432098765432,669922,258751
0.219753086419753,669718,259897
0.416296296296296,670288,258967
0.260740740740741,670474,260125
0.518518518518518,668608,258895
0.609382716049383,669982,258961
0.245679012345679,669868,258349
0.613333333333333,670864,259231
0.467407407407407,670798,258613
0.0837037037037037,674056,259273
0.549382716049383,671278,259495
0.448888888888889,671116,259417
0.589876543209877,674152,258355
0.416049382716049,672214,259249
0.432098765432099,672814,259267
0.752345679012346,670666,259249
0.321481481481481,670138,260089
0.44962962962963,673432,258691
0.61679012345679,670306,259471
0.702222222222222,670864,258505
0.667407407407407,668764,258973
0.606666666666667,670306,258679
0.0990123456790124,670714,259987
0.398024691358025,672442,259471
0.444197530864198,673954,258715
0.56641975308642,671176,259669
0.313827160493827,668986,259729
0.481234567901235,669400,258931
0.109135802469136,671110,260005
0.198024691358025,669130,258571
0.651358024691358,672088,259591
0.628395061728395,674170,258505
0.483950617283951,673864,258889
0.543703703703704,669844,259627
0.18962962962963,669772,258883
0.397777777777778,670468,258853
0.477530864197531,668974,258937
0.437283950617284,668728,258577
0.105432098765432,669994,258613
0.224938271604938,674128,258373
0.140987654320988,672544,260173
0.262962962962963,669370,259909
0.511358024691358,671638,258829
0.746172839506173,669550,258733
0.604691358024691,671956,259297
0.589382716049383,673612,259141
0.491358024691358,671818,258721
0.416296296296296,670450,258955
0.672592592592593,669814,259183
0.418518518518518,669544,258577
0.269876543209877,670084,259615
0.254074074074074,670150,259345
0.178765432098765,673306,259453
0.0422222222222222,672520,258253
0.584197530864198,669886,258817
0.385925925925926,674110,259321
0.425925925925926,669436,258949
